address,city,date_of_sale,sold_price,type,bedrooms,bathrooms,sq_ft,lot_sqft,build_age,stories,garage,hoa_fee,school_score,median_income,dist_bart_miles,unemployment,interest_rate
644 Preakness Dr,Walnut Creek,10/23/23,921000,Townhome,3,2.0,1571,0.0,40,2.0,2,585.0,22,129637.0,0.619800434767364,4.9,6.26
711 Terra California Dr Apt 2,Walnut Creek,10/23/23,1300000,Condo,3,2.0,1721,0.0,51,1.0,1,1037.0,22,97417.0,2.750290428704693,4.9,6.26
3152 Ptarmigan Dr Apt 4,Walnut Creek,10/20/23,340000,Condo,1,1.0,745,0.0,54,1.0,0,0.0,22,,3.238963271271729,4.9,6.26
1315 Golden Rain Rd Apt 1,Walnut Creek,10/20/23,595000,Condo,2,2.0,1049,0.0,62,1.0,0,1095.0,22,69375.0,2.4433780813909785,4.9,6.26
1800 Golden Rain Rd Apt 3,Walnut Creek,10/20/23,418000,Condo,2,1.0,1054,0.0,61,1.0,1,1095.0,22,69375.0,2.0857453408480717,4.9,6.26
155 Sharene Ln Apt 316,Walnut Creek,10/19/23,480000,Condo,2,1.0,790,0.0,55,1.0,0,533.0,22,173643.0,0.7797452343953287,4.9,6.26
3266 Ptarmigan Dr Apt 1A,Walnut Creek,10/19/23,1400000,Condo,2,2.0,1521,0.0,45,1.0,1,1250.0,22,81921.0,3.3023095788396595,4.9,6.26
1271 Bonita Ln,Walnut Creek,10/19/23,1085000,Single-family,2,1.0,988,6500.0,78,1.0,1,0.0,22,157959.0,0.8376702443361334,4.9,6.26
1133 S Villa Way,Walnut Creek,10/19/23,617500,Condo,2,2.0,895,0.0,35,1.0,0,470.0,22,157959.0,1.166971270301311,4.9,6.26
2666 Buena Vista Ave,Walnut Creek,10/18/23,1163000,Single-family,4,2.0,1392,8112.0,53,1.0,2,0.0,22,142723.0,1.0651435115541394,4.9,6.26
475 Beacon Ridge Ln,Walnut Creek,10/18/23,1250000,Townhome,3,2.0,1843,0.0,38,2.0,2,797.0,22,164063.0,1.6761325460105698,4.9,6.26
1300 Running Springs Rd Apt 5,Walnut Creek,10/18/23,435000,Condo,2,1.0,1048,0.0,62,1.0,0,1054.0,22,66500.0,2.913373811448245,4.9,6.26
50 Picardy Ct,Walnut Creek,10/17/23,800000,Single-family,4,2.0,1602,8200.0,54,1.0,2,0.0,22,142723.0,0.9434551062346588,4.9,6.26
581 Cesar Ct,Walnut Creek,10/17/23,917000,Townhome,3,2.0,1700,0.0,48,2.0,2,407.0,22,164107.0,0.936629252385301,4.9,6.26
444 Peppertree Rd,Walnut Creek,10/16/23,1450000,Single-family,4,2.0,2189,9600.0,63,2.0,2,0.0,22,146784.0,2.4892189094450106,4.9,6.26
22 Horseshoe Ct,Walnut Creek,10/16/23,1725000,Single-family,3,2.0,2109,13132.0,55,1.0,3,68.0,22,250001.0,2.946332762821763,4.9,6.26
240 Las Lomas Way,Walnut Creek,10/13/23,1486875,Single-family,5,3.0,2245,10010.0,61,2.0,2,0.0,22,207105.0,2.043684077095526,4.9,6.26
2616 Ptarmigan Dr Apt 1,Walnut Creek,10/13/23,740000,Condo,2,2.0,1406,0.0,54,1.0,1,1070.0,22,81921.0,3.261851829127175,4.9,6.26
1860 Tice Creek Dr Apt 1111,Walnut Creek,10/13/23,448000,Condo,2,2.0,860,0.0,36,1.0,0,2644.0,22,69375.0,2.33566616997482,4.9,6.26
66 Amigo Ln,Walnut Creek,10/13/23,1500000,Single-family,4,2.0,2712,22100.0,47,2.0,3,0.0,22,180500.0,2.5267829367474848,4.9,6.26
1201 Running Springs Rd Apt 2,Walnut Creek,10/13/23,605000,Condo,2,1.0,1049,0.0,62,1.0,0,1054.0,22,66500.0,2.93401695612061,4.9,6.26
1840 Tice Creek Dr Apt 2438,Walnut Creek,10/12/23,480000,Condo,2,1.0,907,0.0,33,1.0,1,2645.0,22,69375.0,2.228286000964282,4.9,6.26
3516 Tupelo Dr,Walnut Creek,10/12/23,1350000,Single-family,4,2.0,1838,8625.0,60,1.0,2,0.0,22,146784.0,2.72029005301275,4.9,6.26
980 Castle Rock Rd,Walnut Creek,10/12/23,1580000,Single-family,3,2.0,1410,103978.0,65,1.0,2,0.0,22,207105.0,3.5116043290358787,4.9,6.26
2560 Walnut Blvd Apt 9,Walnut Creek,10/12/23,350000,Condo,1,1.0,729,0.0,56,1.0,0,400.0,22,163771.0,0.7093861152286098,4.9,6.26
1862 Shuey Ave,Walnut Creek,10/12/23,1120000,Single-family,3,2.0,1400,4350.0,80,1.0,1,0.0,22,115579.0,0.4154323905527928,4.9,6.26
2633 Oak Rd Apt D,Walnut Creek,10/12/23,490000,Condo,2,1.0,886,0.0,41,1.0,0,400.0,22,144474.0,0.5249560615795755,4.9,6.26
559 Cabot Ct,Walnut Creek,10/11/23,930000,Townhome,3,2.0,1537,0.0,40,1.0,2,391.0,22,164107.0,1.0024379112091255,4.9,6.26
2621 Saklan Indian Dr Apt 4,Walnut Creek,10/11/23,1375000,Condo,2,2.0,1760,0.0,51,1.0,1,1076.0,22,97417.0,2.686273124323276,4.9,6.26
1600 Golden Rain Rd Apt 3,Walnut Creek,10/10/23,645000,Condo,2,2.0,1049,0.0,61,1.0,1,1095.0,22,69375.0,2.2257160713740056,4.9,6.26
1917 Augustus Ct,Walnut Creek,10/10/23,960000,Townhome,3,2.0,1537,0.0,37,1.0,0,0.0,22,164107.0,0.9942627686021076,4.9,6.26
20 Winfield Ln,Walnut Creek,10/10/23,1910000,Single-family,4,3.0,2603,26136.0,66,1.0,2,0.0,22,189153.0,2.284419663399966,4.9,6.26
2673 San Carlos Dr,Walnut Creek,10/10/23,1640000,Single-family,3,3.0,1978,8500.0,67,1.0,2,0.0,22,207105.0,1.607125620849248,4.9,6.26
1556 Brooks St,Walnut Creek,10/10/23,1380000,Single-family,3,2.0,1453,4320.0,84,2.0,2,0.0,22,115579.0,0.3869907147291575,4.9,6.26
414 Kit Fox Ct,Walnut Creek,10/10/23,1850000,Single-family,5,3.0,3389,10498.0,27,2.0,3,0.0,22,250001.0,3.159756152103049,4.9,6.26
3553 Terra Granada Dr Apt 1B,Walnut Creek,10/10/23,1525000,Condo,3,2.0,1802,0.0,47,1.0,1,1372.0,22,81921.0,3.693948139637382,4.9,6.26
3424 Rossmoor Pkwy Apt 4,Walnut Creek,10/10/23,1225000,Condo,2,2.0,1527,0.0,49,1.0,1,1053.0,22,97417.0,3.354520096655307,4.9,6.26
1101 Cardigan Dr,Walnut Creek,10/10/23,1425000,Townhome,3,2.0,2068,0.0,51,2.0,2,370.0,22,250001.0,2.888081574637512,4.9,6.26
384 Jasmine Ct,Walnut Creek,10/10/23,1310000,Single-family,3,3.0,2432,7247.0,24,2.0,0,0.0,22,142723.0,0.5778730667339583,4.9,6.26
2858 Dapplegray Ln,Walnut Creek,10/9/23,1511250,Single-family,4,2.0,1682,14196.0,59,1.0,3,0.0,22,250001.0,3.2818345834859177,4.9,6.26
5325 Terra Granada Dr Apt 2B,Walnut Creek,10/9/23,845000,Condo,2,2.0,1403,0.0,37,1.0,1,1057.0,22,81921.0,3.7279589700820894,4.9,6.26
1100 Oakmont Dr Apt 1,Walnut Creek,10/9/23,650000,Condo,2,1.0,1330,0.0,62,1.0,0,1095.0,22,69375.0,2.497076972592808,4.9,6.26
3 Heritage Ct,Walnut Creek,10/9/23,1600000,Single-family,5,3.0,2448,7000.0,54,2.0,2,0.0,22,171218.0,0.7120447025707629,4.9,6.26
1860 Tice Creek Dr Apt 1346,Walnut Creek,10/9/23,530000,Condo,2,2.0,860,0.0,36,1.0,0,2644.0,22,69375.0,2.353380817408834,4.9,6.26
2560 Oak Rd Apt 221,Walnut Creek,10/6/23,615000,Condo,2,2.0,998,0.0,36,1.0,1,540.0,22,144474.0,0.6870525525657519,4.9,6.26
3049 Golden Rain Rd Apt 4,Walnut Creek,10/6/23,475000,Condo,2,1.0,1054,0.0,59,1.0,1,1095.0,22,66500.0,2.060287400644646,4.9,6.26
3324 Citrus Ave,Walnut Creek,10/6/23,1450000,Single-family,4,2.0,1781,10640.0,64,1.0,2,0.0,22,146784.0,2.505404587199718,4.9,6.26
154 Saddle Oaks Ct,Walnut Creek,10/6/23,2350000,Single-family,4,3.0,4102,15240.0,43,2.0,2,0.0,22,180500.0,2.437327625845559,4.9,6.26
1911 Lakeshire Dr,Walnut Creek,10/5/23,2710000,Condo,2,2.0,2001,0.0,37,1.0,2,1392.0,22,,2.3250747136238976,4.9,6.26
2819 Moselle Ct,Walnut Creek,10/5/23,1600000,Single-family,5,3.0,2366,11250.0,59,2.0,2,0.0,22,207105.0,2.773782578897706,4.9,6.26
1034 Woodstock Ct,Walnut Creek,10/5/23,1850000,Single-family,4,3.0,2765,14300.0,58,2.0,2,0.0,22,207105.0,3.1669259785500232,4.9,6.26
361 Shady Glen Rd,Walnut Creek,10/5/23,1750000,Single-family,3,2.0,2219,32400.0,74,1.0,2,0.0,22,173643.0,1.639048315740404,4.9,6.26
1325 Running Springs Rd Apt 2,Walnut Creek,10/5/23,495000,Condo,2,1.0,1095,0.0,62,1.0,0,1054.0,22,66500.0,3.1269787735348986,4.9,6.26
622 Preakness Dr,Walnut Creek,10/4/23,920000,Townhome,3,2.0,1549,0.0,40,2.0,2,580.0,22,129637.0,0.5962305730164476,4.9,6.26
24 Via Los Ninos,Walnut Creek,10/4/23,1200000,Single-family,3,2.0,1272,13939.0,73,1.0,2,0.0,22,129637.0,0.7951279802920621,4.9,6.26
1840 Tice Creek Dr Apt 2412,Walnut Creek,10/3/23,489500,Condo,2,2.0,907,0.0,34,1.0,1,2645.0,22,69375.0,2.2388182115550923,4.9,6.26
557 High Eagle Ct,Walnut Creek,10/3/23,1310000,Condo,3,2.0,1786,0.0,28,1.0,1,1145.0,22,97417.0,3.59879466456064,4.9,6.26
490 N Civic Dr Apt 212,Walnut Creek,10/2/23,285000,Condo,1,1.0,682,0.0,54,1.0,0,768.0,22,129637.0,0.8169140466050768,4.9,6.26
1863 Parkside Dr,Walnut Creek,9/29/23,1130000,Single-family,3,2.0,1377,3877.0,26,2.0,2,0.0,22,171218.0,0.2453747800371776,4.8,6.26
2608 Saklan Indian Dr Apt 3,Walnut Creek,9/29/23,790000,Condo,2,2.0,1281,0.0,52,1.0,1,1070.0,22,97417.0,2.6236139433549006,4.8,6.26
1910 Skycrest Dr Apt 1,Walnut Creek,9/29/23,574000,Condo,2,2.0,1406,0.0,56,1.0,1,1049.0,22,66500.0,2.3097985874362696,4.8,6.26
251 Shady Ln,Walnut Creek,9/28/23,1100000,Single-family,3,1.0,1355,10000.0,65,1.0,2,0.0,22,129637.0,0.6353733366286658,4.8,6.26
985 Terra California Dr Apt 2,Walnut Creek,9/28/23,765000,Condo,2,2.0,1396,0.0,53,1.0,1,1047.0,22,97417.0,2.5824448227342134,4.8,6.26
2594 Oak Rd Apt 266,Walnut Creek,9/28/23,637000,Condo,2,2.0,1168,0.0,31,2.0,1,672.0,22,144474.0,0.5437743792008856,4.8,6.26
622 LA Corso Dr,Walnut Creek,9/27/23,900000,Townhome,3,2.0,1457,0.0,50,1.0,2,391.0,22,164107.0,0.9548878009916968,4.8,6.26
1148 Fairlawn Ct Apt 4,Walnut Creek,9/27/23,625000,Condo,2,1.0,1058,0.0,62,1.0,0,1095.0,22,66500.0,2.7811347495992806,4.8,6.26
2208 Whyte Park Ave,Walnut Creek,9/27/23,2650000,Single-family,4,3.0,2797,14000.0,74,1.0,2,0.0,22,157959.0,1.3526036647738526,4.8,6.26
801 N Gate Rd,Walnut Creek,9/27/23,3100000,Single-family,5,3.0,4605,111078.0,56,1.0,2,0.0,22,207105.0,3.5522479394828905,4.8,6.26
1909 Skycrest Dr Apt 3,Walnut Creek,9/27/23,380000,Condo,2,1.0,1054,0.0,56,1.0,0,1049.0,22,66500.0,2.269131125436559,4.8,6.26
140 Torrey Pine Ct,Walnut Creek,9/26/23,1401000,Single-family,4,2.0,1781,10625.0,62,1.0,2,0.0,22,146784.0,2.718564898297511,4.8,6.26
5961 Autumnwood Dr Apt 3B,Walnut Creek,9/26/23,910000,Condo,2,2.0,1511,0.0,24,1.0,1,1052.0,22,81921.0,3.9244941453177216,4.8,6.26
2516 Tice Creek Dr Apt 3,Walnut Creek,9/25/23,798000,Condo,2,2.0,1081,0.0,62,1.0,0,1054.0,22,97417.0,2.887264602902784,4.8,6.26
141 Brodia Way,Walnut Creek,9/25/23,3500000,Single-family,5,3.0,4322,40032.0,27,2.0,4,0.0,22,163771.0,2.0826699537502904,4.8,6.26
2045 Pine Knoll Dr Unit 7,Walnut Creek,9/25/23,640000,Condo,2,1.0,1081,0.0,61,1.0,0,1095.0,22,69375.0,2.222700963391858,4.8,6.26
1895 Carriage Dr,Walnut Creek,9/25/23,1375000,Single-family,4,2.0,2264,10920.0,63,1.0,0,0.0,22,213929.0,0.8655002247363426,4.8,6.3
1564 Sunnyvale Ave Apt 2,Walnut Creek,9/25/23,499998,Condo,2,1.0,852,0.0,50,1.0,0,295.0,22,142723.0,0.393059694352874,4.8,6.3
1310 Creekside Dr Unit 307,Walnut Creek,9/23/23,705000,Condo,2,2.0,1397,0.0,20,3.0,2,315.0,22,96472.0,1.8619647829071355,4.8,6.3
537 Heather Grove Ct,Walnut Creek,9/22/23,1580000,Single-family,4,2.0,1968,8640.0,53,1.0,2,0.0,22,,2.2325041656190807,4.8,6.3
2716 Oak Rd Apt 97,Walnut Creek,9/22/23,530000,Condo,3,2.0,1181,0.0,54,3.0,0,588.0,22,144474.0,0.3877062756582958,4.8,6.3
2712 Oak Rd Apt 58,Walnut Creek,9/22/23,380000,Condo,1,1.0,620,0.0,54,1.0,0,464.0,22,144474.0,0.3766714616830017,4.8,6.3
2884 Saklan Indian Dr,Walnut Creek,9/22/23,1690000,Condo,3,2.0,2058,0.0,26,1.0,1,1145.0,22,97417.0,2.94221199301187,4.8,6.3
1954 Trinity Ave Unit 203,Walnut Creek,9/22/23,1325000,Condo,2,2.0,1464,0.0,5,1.0,2,683.0,22,115579.0,0.2996368453049565,4.8,6.3
2212 Cascade Dr,Walnut Creek,9/22/23,1430000,Single-family,3,2.0,1911,9750.0,62,1.0,2,0.0,22,207105.0,2.0130406227313293,4.8,6.3
2100 Golden Rain Rd Apt 8,Walnut Creek,9/22/23,420000,Condo,2,1.0,1058,0.0,61,1.0,0,1000.0,22,69375.0,1.9581784890781373,4.8,6.3
343 Westcliffe Cir,Walnut Creek,9/22/23,700000,Townhome,3,1.0,1284,0.0,54,2.0,0,475.0,22,164107.0,0.8420044897794465,4.8,6.3
3874 Terra Granada Dr Apt 4B,Walnut Creek,9/21/23,925000,Condo,2,2.0,1520,0.0,48,1.0,1,1372.0,22,,3.639356073481932,4.8,6.3
32 Willow Ave,Walnut Creek,9/21/23,1425000,Single-family,4,3.0,2418,5000.0,77,2.0,0,0.0,22,189153.0,1.4021116336780128,4.8,6.3
1708 Golden Rain Rd Apt 3,Walnut Creek,9/21/23,410000,Condo,2,1.0,1048,0.0,61,1.0,0,1095.0,22,69375.0,2.103412658360814,4.8,6.3
1161 Leisure Ln Apt 1,Walnut Creek,9/21/23,365000,Condo,2,1.0,1054,0.0,62,1.0,0,1054.0,22,81921.0,3.0264997498325648,4.8,6.3
2000 Oakmont Way Apt 7,Walnut Creek,9/20/23,339000,Condo,2,1.0,1095,0.0,62,1.0,0,1095.0,22,69375.0,2.411662333439897,4.8,6.3
3209 Golden Rain Rd Apt 4,Walnut Creek,9/20/23,830000,Condo,2,2.0,1049,0.0,60,1.0,0,1095.0,22,66500.0,2.0112295962674818,4.8,6.3
255 Tamarisk Dr,Walnut Creek,9/20/23,1775000,Single-family,4,2.0,2241,14250.0,59,1.0,2,0.0,22,250001.0,2.6933882775623053,4.8,6.3
3301 Golden Rain Rd Apt 7,Walnut Creek,9/20/23,455000,Condo,2,1.0,1054,0.0,60,1.0,0,1095.0,22,66500.0,2.0963578143246373,4.8,6.3
3003 Grey Eagle Dr,Walnut Creek,9/20/23,1450000,Condo,3,2.0,1786,0.0,26,1.0,1,1145.0,22,97417.0,3.303398383846992,4.8,6.3
2047 Montclair Cir,Walnut Creek,9/20/23,1500000,Single-family,5,3.0,2489,11210.0,64,1.0,2,0.0,22,171218.0,0.900806781059502,4.8,6.3
1201 Golden Rain Rd Apt 3,Walnut Creek,9/19/23,525000,Condo,2,1.0,1049,0.0,62,1.0,1,1095.0,22,69375.0,2.4733154490537963,4.8,6.3
1854 Poplar Dr,Walnut Creek,9/19/23,1285000,Single-family,3,1.0,1112,7245.0,75,1.0,1,0.0,22,189153.0,1.4589620685738656,4.8,6.3
1310 Creekside Dr Unit 204,Walnut Creek,9/19/23,665000,Condo,2,2.0,1285,0.0,20,1.0,2,465.0,22,96472.0,1.8750579113225372,4.8,6.3
1860 Tice Creek Dr Apt 1314,Walnut Creek,9/19/23,525000,Condo,2,2.0,860,0.0,36,1.0,0,0.0,22,69375.0,2.3285968603911367,4.8,6.3
1401 Canyonwood Ct Apt 4,Walnut Creek,9/18/23,360000,Condo,2,1.0,1054,0.0,59,1.0,0,1054.0,22,81921.0,3.299000968032133,4.8,6.3
124 Rosemont Ct,Walnut Creek,9/18/23,1625000,Single-family,3,2.0,1799,10625.0,52,1.0,2,35.0,22,171218.0,0.8117801679899772,4.8,6.3
1917 Cannon Pl,Walnut Creek,9/18/23,695000,Townhome,2,2.0,1263,0.0,55,2.0,2,549.0,22,164063.0,1.872745079126584,4.8,6.3
1221 Oakmont Dr Apt 5,Walnut Creek,9/18/23,555000,Condo,2,1.0,1081,0.0,62,1.0,0,1095.0,22,69375.0,2.577098374315932,4.8,6.3
2013 Ptarmigan Dr Apt 4,Walnut Creek,9/18/23,750000,Condo,3,2.0,1212,0.0,55,1.0,0,1110.0,22,81921.0,3.536250255040065,4.8,6.3
1761 Carmel Dr Apt 104,Walnut Creek,9/18/23,635000,Condo,2,2.0,1134,0.0,45,2.0,1,720.0,22,115579.0,0.5073165464823474,4.8,6.3
2461 Overlook Dr,Walnut Creek,9/18/23,980000,Single-family,3,2.0,1439,11900.0,76,2.0,0,0.0,22,171218.0,0.5512198229624974,4.8,6.3
16 Fenway Ct,Walnut Creek,9/15/23,1800000,Single-family,4,2.0,2032,14375.0,64,1.0,2,0.0,22,207105.0,1.8612341422498044,4.8,6.3
1812 Holland Dr,Walnut Creek,9/15/23,655000,Townhome,2,1.0,980,0.0,55,1.0,2,549.0,22,164063.0,1.7730676771034737,4.8,6.3
2001 Ptarmigan Dr Apt 4,Walnut Creek,9/15/23,900000,Condo,2,2.0,1212,0.0,55,1.0,0,1110.0,22,81921.0,3.527694612163986,4.8,6.3
4201 Terra Granada Dr Apt 1A,Walnut Creek,9/15/23,800000,Condo,2,2.0,1599,0.0,41,1.0,1,1155.0,22,81921.0,3.7776228649365593,4.8,6.3
3193 Wayside Plz Apt 2,Walnut Creek,9/15/23,620000,Condo,2,2.0,1246,0.0,42,2.0,0,499.0,22,93828.0,0.2760455631985432,4.8,6.3
1655 N California Blvd Apt 449,Walnut Creek,9/15/23,725000,Condo,1,1.0,886,0.0,20,3.0,1,623.0,22,115579.0,0.2455098649759982,4.8,6.3
1208 Skycrest Dr Apt 7,Walnut Creek,9/15/23,705000,Condo,2,2.0,1162,0.0,57,1.0,0,1124.0,22,66500.0,2.028543862532847,4.8,6.3
1050 Winton Dr,Walnut Creek,9/15/23,1405000,Single-family,4,2.0,1959,9600.0,61,1.0,2,0.0,22,213929.0,1.4549544236372152,4.8,6.3
21 Russell Ct,Walnut Creek,9/14/23,1650000,Single-family,4,3.0,3049,15480.0,71,2.0,2,0.0,22,163771.0,1.5836008808294566,4.8,6.3
2205 Ptarmigan Dr Apt 1,Walnut Creek,9/14/23,700000,Condo,3,2.0,1212,0.0,55,1.0,1,1110.0,22,,3.4619888445546323,4.8,6.3
2101 Pine Knoll Dr Unit 7,Walnut Creek,9/13/23,541000,Condo,2,1.0,1054,0.0,61,1.0,0,1095.0,22,69375.0,2.275927490380328,4.8,6.3
1800 Alma Ave Apt 109,Walnut Creek,9/13/23,650000,Condo,1,1.0,940,0.0,23,1.0,1,632.0,22,96472.0,0.7488502877843091,4.8,6.3
148 Arbolado Dr,Walnut Creek,9/13/23,1925000,Single-family,4,3.0,2000,18300.0,70,1.0,2,0.0,22,218191.0,2.2823471610118697,4.8,6.3
318 Barrow Ct,Walnut Creek,9/13/23,1649500,Single-family,4,2.0,2277,10400.0,51,1.0,3,0.0,22,213929.0,1.3771735848880176,4.8,6.3
361 Montecillo Dr,Walnut Creek,9/12/23,1665000,Single-family,4,2.0,2325,22078.0,53,1.0,2,0.0,22,189153.0,1.8318702527128736,4.8,6.3
23 Vartan Ct,Walnut Creek,9/12/23,1025000,Single-family,3,2.0,1528,10185.0,72,1.0,0,0.0,22,142723.0,0.6348180932441804,4.8,6.3
8 Kingston Pl,Walnut Creek,9/12/23,1425000,Single-family,4,2.0,2018,12020.0,69,1.0,0,0.0,22,144474.0,0.6138346619765359,4.8,6.3
202 Conifer Ln,Walnut Creek,9/12/23,1255000,Single-family,4,2.0,1781,9200.0,65,1.0,2,0.0,22,146784.0,2.439026049072722,4.8,6.3
847 Trotter Ct,Walnut Creek,9/12/23,1326000,Single-family,2,2.0,1538,11500.0,62,1.0,2,0.0,22,250001.0,3.463236542517057,4.8,6.3
3317 Tice Creek Dr Apt 1,Walnut Creek,9/11/23,257200,Condo,1,1.0,733,0.0,57,1.0,0,1054.0,22,81921.0,3.426136780304091,4.8,6.3
1413 Skycrest Dr Apt 7,Walnut Creek,9/11/23,580000,Condo,2,2.0,1162,0.0,57,1.0,0,1042.0,22,66500.0,2.1861770843256334,4.8,6.3
1860 Tice Creek Dr Apt 1332,Walnut Creek,9/11/23,485000,Condo,2,1.0,907,0.0,36,1.0,0,2635.0,22,69375.0,2.316244801480447,4.8,6.3
1300 Rockledge Ln Apt 3,Walnut Creek,9/11/23,725000,Condo,2,2.0,1081,0.0,62,1.0,0,1095.0,22,69375.0,2.6634503113965304,4.8,6.3
1509 Rockledge Ln Apt 3,Walnut Creek,9/11/23,750000,Condo,2,2.0,1217,0.0,62,1.0,0,1095.0,22,66500.0,2.5181224944284293,4.8,6.3
1924 Olmo Way,Walnut Creek,9/11/23,775000,Townhome,2,2.0,1308,0.0,53,2.0,1,430.0,22,164107.0,0.7854637432882824,4.8,6.3
551 Pimlico Ct,Walnut Creek,9/11/23,695000,Townhome,2,2.0,1178,0.0,41,2.0,1,567.0,22,129637.0,0.5109225056129778,4.8,6.3
158 Twin Peaks Dr,Walnut Creek,9/8/23,3450000,Single-family,6,7.0,5982,40032.0,20,2.0,3,0.0,22,189153.0,1.2607544358072882,4.8,6.3
1565 Rockledge Ln Apt 2,Walnut Creek,9/8/23,419000,Condo,2,1.0,1095,0.0,62,1.0,0,1095.0,22,66500.0,2.5216649587300863,4.8,6.3
1316 Ptarmigan Dr Apt 2,Walnut Creek,9/8/23,525000,Condo,2,1.0,1058,0.0,59,1.0,0,1054.0,22,81921.0,3.313109396253332,4.8,6.3
3800 Terra Granada Dr Apt 1A,Walnut Creek,9/8/23,896000,Condo,2,2.0,1507,0.0,47,1.0,1,1372.0,22,,3.575884605046552,4.8,6.3
3301 Tice Creek Dr Apt 2,Walnut Creek,9/8/23,550000,Condo,2,2.0,1300,0.0,57,1.0,0,1054.0,22,81921.0,3.405758291533068,4.8,6.3
360 N Civic Dr Apt 304,Walnut Creek,9/8/23,325000,Condo,1,1.0,682,0.0,54,1.0,0,0.0,22,129637.0,0.6488535131360476,4.8,6.3
157 Saddle Oaks Ct,Walnut Creek,9/7/23,1930000,Single-family,3,3.0,3251,15680.0,40,1.0,3,0.0,22,180500.0,2.4092578164689247,4.8,6.3
1536 Stanley Dollar Dr Apt 2A,Walnut Creek,9/7/23,895000,Condo,2,2.0,1352,0.0,43,1.0,1,1142.0,22,66500.0,3.1387346214333016,4.8,6.3
173 Lorie Ct,Walnut Creek,9/6/23,1085000,Single-family,4,2.0,1966,11635.0,74,1.0,0,0.0,22,142723.0,0.7237330861616447,4.8,6.3
470 N Civic Dr Apt 202,Walnut Creek,9/6/23,440000,Condo,2,2.0,1227,0.0,54,1.0,1,942.0,22,129637.0,0.7588880176167834,4.8,6.3
2922 Saklan Indian Dr,Walnut Creek,9/6/23,1690000,Condo,3,2.0,1951,0.0,26,1.0,1,1145.0,22,,3.0419543124259154,4.8,6.3
2115 Cactus Ct Apt 3,Walnut Creek,9/5/23,880000,Condo,2,2.0,1364,0.0,52,1.0,0,1144.0,22,97417.0,2.3896431436288625,4.8,6.3
629 Center St,Walnut Creek,9/5/23,915000,Single-family,2,1.0,796,15664.0,79,1.0,2,0.0,22,157959.0,1.3225377194976713,4.8,6.3
1860 Tice Creek Dr Apt 1220,Walnut Creek,9/5/23,515000,Condo,2,2.0,860,0.0,36,1.0,0,2644.0,22,69375.0,2.314158599075999,4.8,6.34
2301 Pine Knoll Dr Unit 12,Walnut Creek,9/5/23,385000,Condo,2,1.0,1054,0.0,61,1.0,0,1095.0,22,69375.0,2.285409680447431,4.8,6.34
1655 N California Blvd Apt 362,Walnut Creek,9/5/23,750000,Condo,1,1.0,1054,0.0,20,1.0,2,665.0,22,115579.0,0.2732003784239769,4.8,6.34
1508 Canyonwood Ct Apt 10,Walnut Creek,9/1/23,405000,Condo,2,1.0,1054,0.0,59,1.0,0,1054.0,22,81921.0,3.319885606361467,4.8,6.34
2592 Oak Rd Apt 255,Walnut Creek,9/1/23,640000,Condo,2,2.0,1168,0.0,31,2.0,1,672.0,22,144474.0,0.5494417130571,4.8,6.34
1154 Skycrest Dr Apt 2,Walnut Creek,9/1/23,650000,Condo,3,2.0,1739,0.0,57,2.0,0,1124.0,22,66500.0,1.9249877815653569,4.8,6.34
3054 Avellano Dr,Walnut Creek,9/1/23,1581000,Single-family,4,2.0,1969,13530.0,69,1.0,2,0.0,22,218191.0,2.3474946426472862,4.8,6.34
1954 Trinity Ave Unit 201,Walnut Creek,9/1/23,1105000,Condo,2,2.0,1579,0.0,5,1.0,2,683.0,22,115579.0,0.3011016428774063,4.8,6.34
22 Lommel Ct,Walnut Creek,8/31/23,1200000,Single-family,4,2.0,2368,14400.0,45,1.0,2,0.0,22,144474.0,0.6438152615190008,5.1,6.34
,Walnut Creek,8/31/23,505000,Condo,2,2.0,907,0.0,35,3.0,1,2652.0,22,,2.2055594427810337,5.1,6.34
5910 Horsemans Canyon Dr Apt 1A,Walnut Creek,8/31/23,775000,Condo,2,2.0,1415,0.0,32,1.0,2,1052.0,22,81921.0,3.994322139041024,5.1,6.34
1054 Hacienda Dr,Walnut Creek,8/31/23,2200000,Single-family,4,3.0,2899,17860.0,69,1.0,2,0.0,22,163771.0,1.091553835573701,5.1,6.34
345 Beacon Ridge Ln,Walnut Creek,8/31/23,1377000,Townhome,3,3.0,1771,0.0,38,2.0,2,797.0,22,164063.0,1.5894823225861805,5.1,6.34
41 Sheldon Ln,Walnut Creek,8/30/23,1200000,Single-family,2,1.0,1138,15246.0,77,1.0,2,0.0,22,142723.0,0.889071391400047,5.1,6.34
1860 Tice Creek Dr Apt 1254,Walnut Creek,8/30/23,230000,Condo,1,1.0,601,0.0,36,1.0,0,2625.0,22,69375.0,2.373390116903621,5.1,6.34
646 Francisco Ct,Walnut Creek,8/30/23,1100000,Townhome,3,2.0,1700,0.0,49,2.0,2,407.0,22,164107.0,0.8786506292381278,5.1,6.34
430 N Civic Dr Apt 403,Walnut Creek,8/30/23,342500,Condo,1,1.0,760,0.0,54,1.0,0,768.0,22,129637.0,0.7294625337630548,5.1,6.34
1919 Ygnacio Valley Rd Apt 5,Walnut Creek,8/30/23,500000,Condo,3,2.0,1112,0.0,61,1.0,0,390.0,22,207105.0,1.26054585429342,5.1,6.34
