address,city,date_of_sale,sold_price,type,bedrooms,bathrooms,sq_ft,lot_sqft,build_age,stories,garage,hoa_fee,school_score,median_income,dist_bart_miles,unemployment,interest_rate
3144 Bonifacio St,Concord,11/2/23,710000,Single-family,3,2.0,1221,6670.0,72,1.0,2,31.0,9,118906.0,0.5269440816322748,4.8,6.77
5460 Concord Blvd Apt D4,Concord,11/1/23,430000,Condo,2,1.0,902,0.0,50,1.0,0,332.0,9,129617.0,2.9440892372314,4.8,6.77
5503 Morengo Ct,Concord,11/1/23,1188800,Single-family,4,3.0,2331,8075.0,41,1.0,2,0.0,9,190882.0,4.005923264715761,4.8,6.77
2318 Riverview Dr,Concord,11/1/23,783000,Single-family,4,2.0,1379,12600.0,60,1.0,2,0.0,9,104844.0,0.9367708163750084,4.8,6.77
2115 Northwood Cir Unit F,Concord,10/31/23,290000,Condo,1,1.0,652,0.0,47,1.0,0,475.0,9,98151.0,0.947292407131566,4.9,6.78
870 Ridge Dr,Concord,10/31/23,1725000,Single-family,5,2.0,3039,40000.0,46,1.0,3,0.0,9,144674.0,0.8061193820557812,4.9,6.78
1439 Saint James Pkwy,Concord,10/31/23,555000,Townhome,3,2.0,1576,0.0,54,2.0,1,135.0,9,119539.0,3.2346200755963994,4.9,6.78
5795 Pepperridge Way,Concord,10/31/23,1300000,Single-family,5,3.0,3186,22610.0,38,3.0,3,0.0,9,190882.0,4.164875491653619,4.9,6.78
5333 Park Highlands Blvd Apt 50,Concord,10/31/23,620000,Townhome,3,2.0,1438,0.0,47,2.0,2,400.0,9,119539.0,3.230714420434317,4.9,6.78
1584 Schenone Ct Apt E,Concord,10/31/23,497000,Townhome,2,1.0,1093,0.0,54,2.0,0,440.0,9,122982.0,2.909340771428277,4.9,6.78
5314 Olive Dr,Concord,10/30/23,687000,Single-family,3,2.0,1428,10019.0,63,1.0,2,0.0,9,122982.0,2.8262593507564926,4.9,6.78
3402 Cowell Rd,Concord,10/30/23,740000,Single-family,2,1.0,1448,12197.0,79,1.0,2,0.0,9,144674.0,0.915007142308266,4.9,6.78
2388 Fairfield Ave,Concord,10/27/23,700000,Single-family,2,2.0,1301,5500.0,84,1.0,0,0.0,9,104844.0,0.8127096120026825,4.9,6.78
1070 Mohr Ln Apt 10,Concord,10/27/23,465000,Condo,3,2.0,1379,0.0,47,2.0,1,655.0,9,73873.0,1.3585456516392735,4.9,6.78
1250 Saddlehill Ln,Concord,10/27/23,950000,Single-family,4,2.0,1709,7875.0,49,1.0,2,32.0,9,103401.0,2.63681514489262,4.9,6.78
2890 Treat Blvd Unit 28,Concord,10/27/23,412000,Condo,2,1.0,917,0.0,52,1.0,0,0.0,9,213929.0,1.6499580382119692,4.9,6.78
3905 Clayton Rd Apt 34,Concord,10/27/23,423000,Condo,2,1.0,1050,0.0,55,2.0,1,0.0,9,89796.0,1.4433839443316143,4.9,6.78
1461 Cape Cod Way,Concord,10/26/23,775000,Single-family,4,2.0,1160,5500.0,73,2.0,2,0.0,9,120208.0,1.7715040942226434,4.9,6.78
4513 Concord Blvd,Concord,10/26/23,1055000,Single-family,3,2.0,3236,21606.0,66,1.0,2,0.0,9,123964.0,2.3961802682469475,4.9,6.78
3395 Benton St,Concord,10/26/23,628000,Single-family,4,2.0,1536,6500.0,61,2.0,2,0.0,9,118906.0,0.1743122087479538,4.9,6.78
1560 Adelaide St Apt 19,Concord,10/26/23,380000,Townhome,2,1.0,1039,0.0,62,2.0,0,550.0,9,68182.0,0.6380289868125093,4.9,6.78
5217 Jomar Dr,Concord,10/26/23,1050000,Single-family,4,3.0,2413,10000.0,52,1.0,2,0.0,9,122982.0,2.46731961447204,4.9,6.78
2679 Minert Rd,Concord,10/26/23,755000,Single-family,3,2.0,1148,8250.0,57,1.0,2,0.0,9,104194.0,1.9089966085162844,4.9,6.78
1326 Oregon Dr,Concord,10/26/23,960000,Single-family,3,2.0,1459,11200.0,62,1.0,2,0.0,9,100417.0,3.608423207204938,4.9,6.78
1036 Oak Grove Rd Apt 1,Concord,10/26/23,168500,Condo,2,1.0,981,0.0,55,1.0,0,0.0,9,61658.0,1.5700544615477363,4.9,6.78
2649 Minert Rd,Concord,10/26/23,973000,Single-family,4,2.0,1432,8250.0,58,1.0,2,0.0,9,104194.0,1.9590986680214848,4.9,6.78
2083 Olivera Rd Apt A,Concord,10/26/23,375000,Townhome,2,1.0,884,0.0,55,1.0,0,365.0,9,98151.0,1.0678879460188606,4.9,6.78
3336 Woodhaven Ln,Concord,10/26/23,595000,Single-family,4,2.0,1258,5400.0,73,1.0,0,31.0,9,118906.0,0.1554152642057931,4.9,6.78
4493 Snowberry Ct,Concord,10/25/23,1150000,Single-family,4,2.0,1805,5520.0,51,1.0,2,107.0,9,167167.0,2.6337745278511298,4.9,6.78
3123 Esperanza Dr,Concord,10/25/23,668000,Single-family,3,2.0,1170,6808.0,71,1.0,2,0.0,9,118906.0,0.5688220240066034,4.9,6.78
1298 Peregrine Ct,Concord,10/24/23,1315000,Single-family,4,3.0,3140,5803.0,24,2.0,2,189.0,9,190882.0,2.9173637428616632,4.9,6.78
1755 Glazier Dr,Concord,10/24/23,710000,Single-family,3,2.0,1571,8200.0,63,1.0,2,0.0,9,123964.0,2.521747002900663,4.9,6.78
857 Grenola Dr,Concord,10/23/23,1000000,Single-family,4,2.0,1880,8800.0,59,1.0,2,0.0,9,213929.0,1.637165893597889,4.9,6.78
4081 Clayton Rd Apt 205,Concord,10/23/23,275000,Condo,1,1.0,646,0.0,54,1.0,0,611.0,9,123964.0,1.7372386627250334,4.9,6.78
1767 Pinetree Ct,Concord,10/20/23,550000,Single-family,4,2.0,1524,10400.0,70,1.0,0,0.0,9,137432.0,1.8688983851168004,4.9,6.78
5540 Louisiana Dr,Concord,10/20/23,725000,Single-family,3,2.0,1440,7000.0,57,1.0,2,0.0,9,100417.0,3.759502598995743,4.9,6.78
5728 Del Trigo Ln,Concord,10/20/23,925000,Single-family,4,2.0,1855,10000.0,57,1.0,2,57.0,9,190882.0,3.903585673900835,4.9,6.78
4081 Clayton Rd Apt 335,Concord,10/20/23,245000,Condo,1,1.0,675,0.0,54,1.0,1,611.0,9,123964.0,1.7468891174756584,4.9,6.78
1060 Green Point Ct,Concord,10/20/23,890000,Single-family,3,2.0,1607,3784.0,37,2.0,2,139.0,9,167167.0,3.396554943749528,4.9,6.78
1511 Parkwood Pl,Concord,10/20/23,379000,Condo,2,1.0,1088,0.0,48,2.0,0,400.0,9,124713.0,2.9518694313505205,4.9,6.78
2342 Panoramic Dr,Concord,10/19/23,790000,Single-family,4,2.0,1396,6500.0,63,1.0,2,0.0,9,104844.0,0.8626560126898972,4.9,6.78
2647 Garden Ave,Concord,10/19/23,555000,Single-family,3,1.0,992,8500.0,84,1.0,0,0.0,9,104844.0,0.6878504212949333,4.9,6.78
1604 Allegro Ave,Concord,10/19/23,605000,Single-family,3,2.0,1200,3572.0,41,1.0,1,140.0,9,122982.0,2.9266198892940585,4.9,6.78
4888 Clayton Rd Apt 43,Concord,10/18/23,275000,Condo,1,1.0,741,0.0,57,1.0,0,550.0,9,103401.0,3.0569398580292946,4.9,6.78
3360 Esperanza Dr,Concord,10/18/23,611790,Single-family,3,2.0,1382,5400.0,73,1.0,1,15.0,9,118906.0,0.0636117022910181,4.9,6.78
1988 Heaton Cir,Concord,10/18/23,721000,Single-family,3,2.0,1116,5670.0,71,1.0,2,0.0,9,102675.0,1.2863197823618036,4.9,6.78
1236 Pine Creek Way Apt A,Concord,10/16/23,445000,Townhome,2,1.0,1089,0.0,56,2.0,0,365.0,9,70221.0,0.9286421834808596,4.9,6.78
1260 Pine Creek Way Apt D,Concord,10/16/23,500000,Townhome,3,1.0,1240,0.0,56,2.0,0,365.0,9,70221.0,0.9171180514031488,4.9,6.78
2458 Mountain View Dr,Concord,10/16/23,600000,Single-family,3,1.0,1310,5500.0,84,1.0,0,0.0,9,104844.0,0.7330179678330548,4.9,6.78
2775 Wilmore Ct,Concord,10/16/23,860000,Single-family,4,2.0,1871,8500.0,65,2.0,2,0.0,9,104194.0,2.137224740986812,4.9,6.78
1055 Fox Meadow Way,Concord,10/13/23,770000,Single-family,3,2.0,1328,6045.0,49,1.0,2,0.0,9,61658.0,1.5252996400995844,4.9,6.78
1455 Latour Ln Apt 17,Concord,10/13/23,440000,Condo,2,1.0,904,0.0,45,1.0,0,0.0,9,103401.0,2.7446931347545176,4.9,6.78
825 Oak Grove Rd Apt 21,Concord,10/13/23,530000,Condo,2,2.0,1096,0.0,56,1.0,0,479.0,9,,1.825652751754968,4.9,6.78
887 Andrix Ct,Concord,10/13/23,875000,Single-family,4,2.0,1688,8240.0,63,1.0,2,0.0,9,213929.0,1.682731330081532,4.9,6.78
3540 Northwood Dr Unit K,Concord,10/12/23,510000,Townhome,3,1.0,1240,0.0,55,2.0,2,395.0,9,98151.0,0.9846797768427952,4.9,6.78
1686 Matheson Rd,Concord,10/12/23,939000,Single-family,4,2.0,1713,15246.0,57,1.0,2,0.0,9,124713.0,2.801103918084781,4.9,6.78
2854 Gillet Ave,Concord,10/12/23,720000,Single-family,3,1.0,1084,5200.0,73,1.0,2,0.0,9,98151.0,1.332396243474815,4.9,6.78
1701 Matheson Rd,Concord,10/12/23,880000,Single-family,3,2.0,1774,10080.0,48,1.0,2,0.0,9,124713.0,2.739689870094187,4.9,6.78
2994 Grant St,Concord,10/12/23,660000,Single-family,3,2.0,1341,5700.0,87,1.0,0,0.0,9,98151.0,0.918083194490924,4.9,6.78
1950 San Vincente Dr,Concord,10/11/23,692000,Single-family,3,2.0,1134,8580.0,70,1.0,0,0.0,9,137432.0,0.9263553185508624,4.9,6.78
1505 Kirker Pass Rd Apt 103,Concord,10/11/23,410000,Condo,2,1.0,744,0.0,41,1.0,0,394.0,9,122982.0,2.960240544840679,4.9,6.78
1505 Kirker Pass Rd Apt 114,Concord,10/11/23,425000,Condo,2,2.0,833,0.0,41,1.0,0,0.0,9,122982.0,2.985009645643736,4.9,6.78
5135 Laurel Dr,Concord,10/10/23,720000,Single-family,4,2.0,1899,19602.0,72,2.0,2,0.0,9,122982.0,2.360120734417324,4.9,6.78
1241 Pinecrest Dr,Concord,10/10/23,1199000,Single-family,4,2.0,2234,6500.0,49,2.0,2,32.0,9,103401.0,2.454590267743748,4.9,6.78
2506 Bonifacio St,Concord,10/10/23,950000,Single-family,6,3.0,2228,7500.0,99,2.0,0,0.0,9,53737.0,0.5157552645604785,4.9,6.78
3950 Joan Ave,Concord,10/10/23,981000,Single-family,3,2.0,1506,11761.0,21,1.0,2,0.0,9,120208.0,1.5388419300500362,4.9,6.78
2970 Consuelo Rd,Concord,10/9/23,675000,Single-family,3,1.0,1132,5985.0,73,1.0,2,0.0,9,118906.0,0.6864501840575411,4.9,6.73
4408 Winterberry Ct,Concord,10/6/23,1060000,Single-family,4,2.0,2886,5487.0,51,2.0,3,107.0,9,167167.0,2.8293084663399592,4.9,6.73
4499 Deerberry Ct,Concord,10/6/23,985000,Single-family,4,2.0,1567,5796.0,49,1.0,2,0.0,9,167167.0,3.0422557841618088,4.9,6.73
1572 Glazier Dr,Concord,10/6/23,680000,Single-family,4,3.0,1440,8025.0,65,1.0,0,0.0,9,123964.0,2.236695165604348,4.9,6.73
928 Getoun Dr,Concord,10/6/23,1200000,Single-family,5,4.0,2709,9660.0,61,2.0,2,0.0,9,185556.0,1.5317678630531897,4.9,6.73
5298 S Montecito Dr,Concord,10/6/23,1500000,Single-family,6,4.0,3594,8118.0,23,2.0,2,189.0,9,190882.0,3.109997274256105,4.9,6.73
3821 Chestnut Ave,Concord,10/6/23,780000,Single-family,3,2.0,1422,10050.0,62,1.0,2,0.0,9,89796.0,1.2747006786429622,4.9,6.73
4342 Blenheim Way,Concord,10/6/23,813340,Single-family,4,2.0,1550,6992.0,55,1.0,2,0.0,9,167167.0,2.250345165444902,4.9,6.73
5737 Pepperridge Way,Concord,10/6/23,865000,Single-family,4,2.0,1919,10500.0,58,1.0,2,57.0,9,190882.0,4.000082405153554,4.9,6.73
5070 Valley Crest Dr Apt 18,Concord,10/6/23,456000,Condo,2,1.0,1260,0.0,42,2.0,0,506.0,9,119539.0,3.129510050059109,4.9,6.73
1601 Liana Ln,Concord,10/6/23,850000,Single-family,3,2.0,1806,10925.0,65,1.0,2,0.0,9,89796.0,1.088536770111591,4.9,6.73
4827 Eagle Way,Concord,10/5/23,555000,Townhome,2,2.0,966,0.0,53,1.0,2,0.0,9,103401.0,2.935968846667399,4.9,6.73
4404 Weeping Spruce Ct,Concord,10/5/23,1110000,Single-family,4,2.0,1917,5580.0,53,1.0,2,107.0,9,167167.0,2.533269753686434,4.9,6.73
2959 Bella Dr,Concord,10/5/23,810000,Single-family,3,2.0,1820,2594.0,17,2.0,2,135.0,9,89796.0,0.2940296728121782,4.9,6.73
1028 Julie Ct,Concord,10/5/23,775000,Single-family,3,1.0,1086,7200.0,75,1.0,2,0.0,9,73873.0,1.723498754070936,4.9,6.73
5349 Lightwood Dr,Concord,10/4/23,801000,Single-family,3,2.0,1732,8000.0,59,1.0,2,0.0,9,119539.0,3.362856057361025,4.9,6.73
1545 Parkwood Pl,Concord,10/4/23,435000,Townhome,2,1.0,1088,0.0,48,2.0,2,450.0,9,124713.0,2.979319197470846,4.9,6.73
4048 Lillian Dr,Concord,10/4/23,855000,Single-family,4,3.0,1729,7695.0,75,1.0,2,0.0,9,123964.0,1.673663072854216,4.9,6.73
1261 Pine Creek Way Apt C,Concord,10/4/23,460000,Townhome,2,1.0,1089,0.0,55,2.0,1,0.0,9,70221.0,0.9839533711642824,4.9,6.73
2813 Saint Joseph Dr,Concord,10/4/23,980000,Single-family,4,2.0,2049,7000.0,47,2.0,2,0.0,9,104194.0,1.652941340132008,4.9,6.73
1068 Kipling Ct,Concord,10/3/23,1302500,Single-family,4,3.0,3062,14000.0,31,1.0,3,0.0,9,144674.0,1.7739822886832497,4.9,6.73
3740 N Ranchford Ct,Concord,10/3/23,770000,Single-family,3,2.0,1718,7000.0,49,1.0,2,0.0,9,104844.0,0.8187869008039262,4.9,6.73
1751 Argonne Dr,Concord,10/3/23,1025000,Single-family,5,3.0,2608,10100.0,56,1.0,2,0.0,9,213929.0,1.3034124093397157,4.9,6.73
4308 Machado Dr,Concord,10/3/23,585000,Single-family,2,2.0,973,4000.0,44,1.0,2,0.0,9,123964.0,2.2995718257442004,4.9,6.73
3618 Granzotto Dr,Concord,10/3/23,809000,Single-family,3,2.0,1686,8000.0,76,1.0,2,0.0,9,137432.0,1.18110801379314,4.9,6.73
4022 Salem St,Concord,10/3/23,1350000,Single-family,4,2.0,1811,8250.0,61,1.0,0,0.0,9,,1.7654066174171883,4.9,6.73
3905 Clayton Rd Apt 6,Concord,10/2/23,413000,Condo,2,1.0,1050,0.0,53,2.0,0,425.0,9,89796.0,1.4274253891856497,4.9,6.73
2450 Charlotte Ave,Concord,10/2/23,750000,Single-family,4,2.0,1387,6098.0,67,1.0,2,0.0,9,61658.0,1.6769124368092725,4.9,6.73
922 Sassel Ave,Concord,10/2/23,652000,Single-family,3,2.0,1247,6420.0,67,1.0,2,0.0,9,61658.0,1.8156270145443445,4.9,6.73
5146 Red Oak Dr,Concord,10/2/23,735000,Single-family,4,2.0,1103,9514.0,66,1.0,2,0.0,9,119539.0,3.6503354916369832,4.9,6.73
1938 Holly Creek Pl,Concord,10/2/23,1600000,Single-family,4,3.0,3057,24263.0,13,2.0,3,0.0,9,91600.0,2.3901008229340674,4.9,6.73
3435 Tanager Cir,Concord,9/29/23,865000,Single-family,3,2.0,1525,6000.0,11,1.0,2,0.0,9,104844.0,0.4882015610569073,4.8,6.73
3692 Hobby Ct,Concord,9/29/23,1005000,Single-family,4,3.0,1815,11000.0,67,1.0,1,0.0,9,144674.0,1.16485312107958,4.8,6.73
1425 Loeffler Ln,Concord,9/29/23,575500,Single-family,2,1.0,791,4050.0,79,1.0,1,0.0,9,120208.0,1.5428416367309483,4.8,6.73
4041 Hope Ave,Concord,9/28/23,545000,Single-family,2,1.0,1102,9900.0,76,1.0,0,0.0,9,120208.0,1.684058010053217,4.8,6.73
1247 Pine Creek Way Apt C,Concord,9/28/23,460000,Condo,2,1.0,1089,0.0,55,2.0,2,365.0,9,70221.0,1.04103292159326,4.8,6.73
4497 Adelia Ct,Concord,9/28/23,1205000,Single-family,4,2.0,1991,5400.0,50,2.0,0,0.0,9,167167.0,3.169047354673024,4.8,6.73
5497 Silver Sage Ct,Concord,9/28/23,1275000,Single-family,4,3.0,2470,7931.0,41,2.0,3,0.0,9,190882.0,3.9180293541472944,4.8,6.73
1832 Noemi Dr,Concord,9/27/23,700000,Single-family,3,1.0,1453,7100.0,76,1.0,0,0.0,9,137432.0,1.38826196145884,4.8,6.73
5222 Marvue Cir,Concord,9/27/23,642000,Single-family,3,2.0,1370,8800.0,63,1.0,2,0.0,9,119539.0,3.525938605499749,4.8,6.73
15 Leue Ct,Concord,9/27/23,840000,Single-family,3,2.0,1423,13251.0,61,1.0,2,0.0,9,89796.0,0.9242739755607852,4.8,6.73
1771 Broadway St Apt 216,Concord,9/27/23,233500,Condo,0,1.0,465,0.0,43,1.0,1,336.0,9,53737.0,0.6435840052811611,4.8,6.73
875 Ridge Dr,Concord,9/27/23,2300000,Single-family,5,3.0,3137,40000.0,45,2.0,3,0.0,9,144674.0,0.7837376070240117,4.8,6.73
4260 Clayton Rd Apt 51,Concord,9/27/23,275000,Condo,1,1.0,592,0.0,54,1.0,0,343.0,9,120208.0,1.9792527734457857,4.8,6.73
3519 Chapman Way,Concord,9/26/23,999500,Condo,4,4.0,2469,0.0,3,2.0,0,0.0,9,,0.9657331392538152,4.8,6.73
3515 Chapman Way,Concord,9/26/23,960000,Condo,4,3.0,2129,0.0,3,2.0,0,0.0,9,,0.9613125005148504,4.8,6.73
4805 Clayton Rd Unit 5,Concord,9/25/23,435000,Condo,2,2.0,896,0.0,42,1.0,1,500.0,9,124713.0,2.905017232964189,4.8,6.73
4888 Clayton Rd Apt 19,Concord,9/25/23,298000,Condo,2,1.0,876,0.0,57,1.0,0,550.0,9,103401.0,3.060532322229111,4.8,6.73
3511 Chapman Way,Concord,9/25/23,884000,Condo,4,3.0,2129,0.0,3,2.0,0,0.0,9,,0.9572509212334755,4.8,6.73
1323 David Ln,Concord,9/22/23,1200000,Single-family,4,3.0,2469,9504.0,42,1.0,2,0.0,9,185556.0,0.8905758197775837,4.8,6.73
4774 Myrtle Dr,Concord,9/22/23,1150000,Single-family,5,2.0,2654,50965.0,62,1.0,3,0.0,9,124713.0,2.128106954105484,4.8,6.73
4283 Brentwood Cir,Concord,9/22/23,270000,Single-family,6,4.0,2739,8000.0,63,2.0,0,0.0,9,123964.0,2.53368516924235,4.8,6.73
1399 El Dorado Dr,Concord,9/22/23,815000,Single-family,3,2.0,1661,25500.0,66,1.0,4,0.0,9,175208.0,1.1278233168909269,4.8,6.73
810 Oak Grove Rd Apt 99,Concord,9/22/23,319000,Condo,1,1.0,730,0.0,55,1.0,1,0.0,9,104194.0,1.8729117549069256,4.8,6.73
1869 Farm Bureau Rd,Concord,9/22/23,780000,Single-family,3,3.0,1057,7884.0,84,1.0,0,0.0,9,89796.0,0.99911229584913,4.8,6.73
4760 Laura Dr,Concord,9/22/23,825000,Single-family,3,1.0,1123,14304.0,73,1.0,2,0.0,9,124713.0,2.2430966289540204,4.8,6.73
1860 Landana Dr,Concord,9/21/23,840000,Single-family,3,2.0,1361,6500.0,62,1.0,2,0.0,9,137432.0,1.315011863986281,4.8,6.73
1155 Carey Dr,Concord,9/21/23,800000,Single-family,4,2.0,1380,5300.0,70,1.0,2,0.0,9,82955.0,1.680296073675295,4.8,6.73
2602 Vargas Ct,Concord,9/21/23,750000,Single-family,3,2.0,1590,5700.0,83,1.0,1,0.0,9,98151.0,0.8584908545637244,4.8,6.73
1732 Farm Bureau Rd,Concord,9/21/23,765000,Single-family,3,2.0,1622,8800.0,46,1.0,2,0.0,9,89796.0,1.1525254456012637,4.8,6.73
1088 Mohr Ln Apt C,Concord,9/20/23,370000,Condo,2,1.0,880,0.0,54,2.0,1,500.0,9,73873.0,1.360291704910609,4.8,6.47
2031 Leland Way,Concord,9/20/23,765000,Single-family,3,2.0,1024,8542.0,75,1.0,2,0.0,9,90375.0,1.111401526097846,4.8,6.47
4119 Sacramento St,Concord,9/20/23,1000000,Single-family,4,2.0,1795,7280.0,63,1.0,2,0.0,9,123964.0,2.0293138768777235,4.8,6.47
5216 Marvue Cir,Concord,9/19/23,775000,Single-family,3,2.0,1227,10500.0,63,1.0,2,0.0,9,119539.0,3.503178046977826,4.8,6.47
2912 Glenside Dr,Concord,9/19/23,670000,Single-family,2,2.0,1099,6000.0,73,1.0,2,0.0,9,98151.0,0.9718337141764116,4.8,6.47
1806 Polk St,Concord,9/18/23,815000,Single-family,4,2.0,1818,9664.0,62,2.0,2,0.0,9,123964.0,2.3898798436395854,4.8,6.47
1718 Berrywood Ct,Concord,9/18/23,875000,Single-family,3,2.0,1523,12000.0,58,1.0,2,0.0,9,124713.0,2.683435958051971,4.8,6.47
2324 Panoramic Dr,Concord,9/18/23,725000,Single-family,4,2.0,1396,6500.0,63,1.0,2,0.0,9,104844.0,0.881518014710779,4.8,6.47
2121 Dena Dr,Concord,9/18/23,720000,Single-family,3,2.0,1132,6300.0,73,1.0,2,31.0,9,118906.0,0.3665161082737213,4.8,6.47
1294 Kestrel Ct,Concord,9/18/23,1400000,Single-family,4,2.0,2843,5225.0,24,2.0,3,189.0,9,190882.0,2.895762001719441,4.8,6.47
1391 Morning View Ct,Concord,9/15/23,625000,Single-family,3,2.0,1304,5000.0,50,1.0,0,0.0,9,103401.0,2.2166334220031776,4.8,6.47
5502 Nebraska Dr,Concord,9/15/23,879000,Single-family,3,2.0,1511,7225.0,66,1.0,2,0.0,9,100417.0,3.498324762509367,4.8,6.47
975 Bridgecrossing Way,Concord,9/15/23,637000,Townhome,3,2.0,1257,0.0,42,2.0,0,0.0,9,61658.0,1.716676704636898,4.8,6.47
915 Hastings Dr,Concord,9/15/23,905000,Single-family,4,2.0,1752,8250.0,60,1.0,2,0.0,9,185556.0,1.02664952089233,4.8,6.47
5009 Concord Blvd,Concord,9/15/23,610000,Single-family,3,2.0,1661,34830.0,54,1.0,2,0.0,9,124713.0,2.473146078740189,4.8,6.47
2858 Ponderosa Dr,Concord,9/15/23,700000,Single-family,3,1.0,1200,6325.0,79,1.0,1,0.0,9,104844.0,0.7641241698624813,4.8,6.47
3176 Concord Blvd,Concord,9/14/23,625000,Single-family,2,1.0,944,6200.0,76,1.0,0,0.0,9,89796.0,0.5954229945586994,4.8,6.47
1661 Baio Ln,Concord,9/14/23,840000,Single-family,3,2.0,1764,18000.0,47,1.0,2,0.0,9,122982.0,2.7939866967921616,4.8,6.47
2842 Jefferson Ln,Concord,9/14/23,760000,Single-family,3,2.0,1581,2200.0,22,2.0,2,255.0,9,89796.0,0.4238586945672924,4.8,6.47
1441 Peach Pl,Concord,9/13/23,755000,Single-family,3,1.0,1226,8330.0,76,1.0,1,0.0,9,73873.0,1.701879844890595,4.8,6.47
830 Royal Ann Ln,Concord,9/13/23,550000,Townhome,2,2.0,1178,0.0,53,2.0,1,475.0,9,213929.0,1.626558713031044,4.8,6.47
3901 Clayton Rd Apt 16,Concord,9/13/23,450000,Condo,2,1.0,1038,0.0,46,2.0,1,431.0,9,89796.0,1.3730003237089097,4.8,6.47
2019 Date St,Concord,9/13/23,659000,Single-family,3,1.0,1222,5394.0,84,1.0,2,0.0,9,118906.0,0.5110557999342681,4.8,6.47
4660 Deercreek Ln,Concord,9/13/23,835000,Single-family,3,2.0,1462,4465.0,50,1.0,2,32.0,9,103401.0,2.9003892985464663,4.8,6.47
3429 Flamingo Dr,Concord,9/13/23,749000,Single-family,3,2.0,1229,6600.0,66,1.0,2,0.0,9,104844.0,0.3780580424069548,4.8,6.47
1206 5th Ave,Concord,9/12/23,762500,Single-family,4,2.0,1196,5940.0,73,1.0,2,0.0,9,175208.0,0.5193915176243853,4.8,6.47
2018 Risdon Rd,Concord,9/12/23,798000,Single-family,3,2.0,1247,7680.0,69,1.0,2,0.0,9,61658.0,1.8495940557371324,4.8,6.47
3340 Downing Pl,Concord,9/12/23,1082000,Single-family,4,2.0,2124,11500.0,61,1.0,2,0.0,9,146784.0,2.255696525115789,4.8,6.47
1861 Lynwood Dr,Concord,9/12/23,835000,Single-family,3,2.0,1575,6500.0,61,1.0,2,0.0,9,137432.0,1.3254629428595963,4.8,6.47
3865 Northwood Dr Unit E,Concord,9/11/23,505000,Townhome,3,2.0,1240,0.0,52,2.0,0,395.0,9,98151.0,0.9780374988488908,4.8,6.47
5271 Pebble Glen Dr,Concord,9/11/23,725000,Townhome,3,2.0,1614,0.0,36,2.0,2,243.0,9,167167.0,3.507325293281069,4.8,6.47
1769 Danesta Dr,Concord,9/11/23,760000,Single-family,3,2.0,1296,6500.0,71,1.0,1,0.0,9,137432.0,1.8443892660450316,4.8,6.47
850 Ridge Dr,Concord,9/11/23,2350000,Single-family,5,2.0,4401,38640.0,46,1.0,7,0.0,9,144674.0,0.7878082147732522,4.8,6.47
5156 Brookside Ln,Concord,9/11/23,875000,Single-family,4,3.0,1761,7600.0,63,2.0,2,0.0,9,119539.0,3.203343106031312,4.8,6.47
3224 Baker Dr,Concord,9/8/23,835000,Single-family,3,2.0,2000,6390.0,73,1.0,2,31.0,9,118906.0,0.3405077364526282,4.8,6.47
1591 Oakroyal Dr,Concord,9/8/23,817000,Single-family,3,2.0,1668,7000.0,65,1.0,2,0.0,9,123964.0,2.7405746946487235,4.8,6.47
2326 Billy Ln,Concord,9/8/23,800000,Single-family,3,2.0,1568,13760.0,67,1.0,2,0.0,9,104844.0,0.5547398188156359,4.8,6.47
4357 Dorset Ct,Concord,9/8/23,829500,Single-family,3,2.0,1616,7650.0,69,2.0,2,0.0,9,167167.0,2.1669063999766918,4.8,6.47
1171 Schaupp Ct,Concord,9/7/23,675000,Single-family,3,2.0,1092,5700.0,68,1.0,2,0.0,9,82955.0,1.612441856429816,4.8,6.47
5261 Jomar Dr,Concord,9/7/23,996000,Single-family,3,2.0,1780,11212.0,51,1.0,2,0.0,9,122982.0,2.500430320663614,4.8,6.47
1905 San Vincente Dr,Concord,9/7/23,600000,Single-family,3,1.0,1073,10500.0,73,1.0,2,0.0,9,137432.0,0.9388453133110958,4.8,6.47
1133 Meadow Ln Apt 10,Concord,9/7/23,310000,Condo,2,1.0,759,0.0,54,1.0,0,405.0,9,82955.0,1.291642694080856,4.8,6.47
1787 Landana Dr,Concord,9/6/23,720000,Single-family,3,1.0,1224,7800.0,73,1.0,2,0.0,9,137432.0,1.704687647164798,4.8,6.47
1451 Bel Air Dr Apt A,Concord,9/6/23,510000,Townhome,3,1.0,1185,0.0,55,2.0,0,380.0,9,103401.0,2.217007002854124,4.8,6.47
1631 Matheson Rd,Concord,9/5/23,1095000,Single-family,3,2.0,1643,19950.0,58,1.0,2,0.0,9,124713.0,2.851177312842298,4.8,6.47
2346 Mountain View Dr,Concord,9/5/23,750000,Single-family,3,2.0,1422,5500.0,84,1.0,1,0.0,9,104844.0,0.8001861293884279,4.8,6.47
741 Graymont Cir,Concord,9/1/23,1020000,Single-family,3,2.0,2144,15000.0,60,1.0,3,0.0,9,213929.0,1.888421131496621,4.8,6.47
3017 Santa Paula Dr,Concord,9/1/23,970000,Single-family,3,2.0,1459,9200.0,65,1.0,2,0.0,9,146784.0,1.97727357082358,4.8,6.47
5050 Valley Crest Dr Apt 61,Concord,9/1/23,485000,Condo,2,2.0,1080,0.0,42,1.0,0,458.0,9,119539.0,3.159369754962355,4.8,6.47
